#Total Fragments: 1000
#Fragments Considered: 667
#Valid Constructs: 619
#Guides Passing: 1278
#Guides Failing: 56
#Constructs Recognized: 344
#Constructs Unrecognized: 275
construct_id	target_a_id	probe_a_id	target_b_id	probe_b_id	A549-CV4-1000_d28_1
CHEK2_chr22_29090029__RB1_chr13_48878054	CHEK2	CHEK2_chr22_29090029	RB1	RB1_chr13_48878054	0
CHEK2_chr22_29090029__ROR1_chr1_64240072	CHEK2	CHEK2_chr22_29090029	ROR1	ROR1_chr1_64240072	0
CHEK2_chr22_29090029__ROR1_chr1_64240089	CHEK2	CHEK2_chr22_29090029	ROR1	ROR1_chr1_64240089	0
CHEK2_chr22_29090029__ROR1_chr1_64240143	CHEK2	CHEK2_chr22_29090029	ROR1	ROR1_chr1_64240143	0
CHEK2_chr22_29090029__RPS6KB1_chr17_57970538	CHEK2	CHEK2_chr22_29090029	RPS6KB1	RPS6KB1_chr17_57970538	0
CHEK2_chr22_29090029__RPS6KB1_chr17_57987949	CHEK2	CHEK2_chr22_29090029	RPS6KB1	RPS6KB1_chr17_57987949	0
CHEK2_chr22_29090029__RUNX1_chr21_36421144	CHEK2	CHEK2_chr22_29090029	RUNX1	RUNX1_chr21_36421144	0
CHEK2_chr22_29090029__SETD2_chr3_47142951	CHEK2	CHEK2_chr22_29090029	SETD2	SETD2_chr3_47142951	0
CHEK2_chr22_29090029__SETD2_chr3_47205411	CHEK2	CHEK2_chr22_29090029	SETD2	SETD2_chr3_47205411	0
CHEK2_chr22_29090029__SMARCA4_chr19_11094819	CHEK2	CHEK2_chr22_29090029	SMARCA4	SMARCA4_chr19_11094819	1
CHEK2_chr22_29090029__SMARCA4_chr19_11094851	CHEK2	CHEK2_chr22_29090029	SMARCA4	SMARCA4_chr19_11094851	0
CHEK2_chr22_29090029__SMARCA4_chr19_11095011	CHEK2	CHEK2_chr22_29090029	SMARCA4	SMARCA4_chr19_11095011	0
CHEK2_chr22_29090029__SMARCB1_chr22_24133949	CHEK2	CHEK2_chr22_29090029	SMARCB1	SMARCB1_chr22_24133949	0
CHEK2_chr22_29090029__SMARCB1_chr22_24133993	CHEK2	CHEK2_chr22_29090029	SMARCB1	SMARCB1_chr22_24133993	0
CHEK2_chr22_29090029__SMO_chr7_128828974	CHEK2	CHEK2_chr22_29090029	SMO	SMO_chr7_128828974	0
CHEK2_chr22_29090029__SRC_chr20_36012562	CHEK2	CHEK2_chr22_29090029	SRC	SRC_chr20_36012562	0
CHEK2_chr22_29090029__SRC_chr20_36014563	CHEK2	CHEK2_chr22_29090029	SRC	SRC_chr20_36014563	0
CHEK2_chr22_29090029__TOP1_chr20_39657693	CHEK2	CHEK2_chr22_29090029	TOP1	TOP1_chr20_39657693	0
CHEK2_chr22_29090029__TOP1_chr20_39690055	CHEK2	CHEK2_chr22_29090029	TOP1	TOP1_chr20_39690055	0
CHEK2_chr22_29090029__TOP1_chr20_39690109	CHEK2	CHEK2_chr22_29090029	TOP1	TOP1_chr20_39690109	0
CHEK2_chr22_29090029__TP53_chr17_7577537	CHEK2	CHEK2_chr22_29090029	TP53	TP53_chr17_7577537	0
CHEK2_chr22_29090029__TSC1_chr9_135804256	CHEK2	CHEK2_chr22_29090029	TSC1	TSC1_chr9_135804256	0
CHEK2_chr22_29090029__TYMS_chr18_657730	CHEK2	CHEK2_chr22_29090029	TYMS	TYMS_chr18_657730	0
CHEK2_chr22_29090029__TYMS_chr18_659665	CHEK2	CHEK2_chr22_29090029	TYMS	TYMS_chr18_659665	0
CHEK2_chr22_29090029__VEGFA_chr6_43738425	CHEK2	CHEK2_chr22_29090029	VEGFA	VEGFA_chr6_43738425	0
CHEK2_chr22_29090029__VEGFA_chr6_43742077	CHEK2	CHEK2_chr22_29090029	VEGFA	VEGFA_chr6_43742077	0
CHEK2_chr22_29090029__VHL_chr3_10183518	CHEK2	CHEK2_chr22_29090029	VHL	VHL_chr3_10183518	0
CHEK2_chr22_29090029__VHL_chr3_10183791	CHEK2	CHEK2_chr22_29090029	VHL	VHL_chr3_10183791	0
CHEK2_chr22_29090029__WEE1_chr11_9595542	CHEK2	CHEK2_chr22_29090029	WEE1	WEE1_chr11_9595542	0
CHEK2_chr22_29090029__WEE1_chr11_9595845	CHEK2	CHEK2_chr22_29090029	WEE1	WEE1_chr11_9595845	0
CHEK2_chr22_29130694__ABL1_chr9_133738283	CHEK2	CHEK2_chr22_29130694	ABL1	ABL1_chr9_133738283	0
CHEK2_chr22_29130694__ABL1_chr9_133738356	CHEK2	CHEK2_chr22_29130694	ABL1	ABL1_chr9_133738356	0
CHEK2_chr22_29130694__AKT1_chr14_105239609	CHEK2	CHEK2_chr22_29130694	AKT1	AKT1_chr14_105239609	0
CHEK2_chr22_29130694__AKT1_chr14_105239686	CHEK2	CHEK2_chr22_29130694	AKT1	AKT1_chr14_105239686	0
CHEK2_chr22_29130694__ALK_chr2_30143522	CHEK2	CHEK2_chr22_29130694	ALK	ALK_chr2_30143522	0
CHEK2_chr22_29130694__APC_chr5_112102023	CHEK2	CHEK2_chr22_29130694	APC	APC_chr5_112102023	0
CHEK2_chr22_29130694__ARID1A_chr1_27022876	CHEK2	CHEK2_chr22_29130694	ARID1A	ARID1A_chr1_27022876	0
CHEK2_chr22_29130694__ARID1A_chr1_27056286	CHEK2	CHEK2_chr22_29130694	ARID1A	ARID1A_chr1_27056286	0
CHEK2_chr22_29130694__ARID1A_chr1_27056288	CHEK2	CHEK2_chr22_29130694	ARID1A	ARID1A_chr1_27056288	0
CHEK2_chr22_29130694__ARID2_chr12_46123614	CHEK2	CHEK2_chr22_29130694	ARID2	ARID2_chr12_46123614	0
CHEK2_chr22_29130694__ARID2_chr12_46205318	CHEK2	CHEK2_chr22_29130694	ARID2	ARID2_chr12_46205318	0
CHEK2_chr22_29130694__ARID2_chr12_46254608	CHEK2	CHEK2_chr22_29130694	ARID2	ARID2_chr12_46254608	0
CHEK2_chr22_29130694__ATM_chr11_108098350	CHEK2	CHEK2_chr22_29130694	ATM	ATM_chr11_108098350	0
CHEK2_chr22_29130694__ATM_chr11_108098390	CHEK2	CHEK2_chr22_29130694	ATM	ATM_chr11_108098390	0
CHEK2_chr22_29130694__BCL2_chr18_60985877	CHEK2	CHEK2_chr22_29130694	BCL2	BCL2_chr18_60985877	0
CHEK2_chr22_29130694__BRCA1_chr17_41267735	CHEK2	CHEK2_chr22_29130694	BRCA1	BRCA1_chr17_41267735	0
CHEK2_chr22_29130694__BRD4_chr19_15376403	CHEK2	CHEK2_chr22_29130694	BRD4	BRD4_chr19_15376403	0
CHEK2_chr22_29130694__BRD4_chr19_15383894	CHEK2	CHEK2_chr22_29130694	BRD4	BRD4_chr19_15383894	0
CHEK2_chr22_29130694__BTK_chrX_100626613	CHEK2	CHEK2_chr22_29130694	BTK	BTK_chrX_100626613	0
CHEK2_chr22_29130694__CASP8_chr2_202131404	CHEK2	CHEK2_chr22_29130694	CASP8	CASP8_chr2_202131404	0
CHEK2_chr22_29130694__CDH1_chr16_68772250	CHEK2	CHEK2_chr22_29130694	CDH1	CDH1_chr16_68772250	0
CHEK2_chr22_29130694__CDK6_chr7_92252365	CHEK2	CHEK2_chr22_29130694	CDK6	CDK6_chr7_92252365	0
CHEK2_chr22_29130694__CDK6_chr7_92462628	CHEK2	CHEK2_chr22_29130694	CDK6	CDK6_chr7_92462628	0
CHEK2_chr22_29130694__CDK9_chr9_130548409	CHEK2	CHEK2_chr22_29130694	CDK9	CDK9_chr9_130548409	0
CHEK2_chr22_29130694__CDK9_chr9_130548998	CHEK2	CHEK2_chr22_29130694	CDK9	CDK9_chr9_130548998	0
CHEK2_chr22_29130694__CDK9_chr9_130550235	CHEK2	CHEK2_chr22_29130694	CDK9	CDK9_chr9_130550235	0
CHEK2_chr22_29130694__CDKN1B_chr12_12870777	CHEK2	CHEK2_chr22_29130694	CDKN1B	CDKN1B_chr12_12870777	0
CHEK2_chr22_29130694__CDKN1B_chr12_12870931	CHEK2	CHEK2_chr22_29130694	CDKN1B	CDKN1B_chr12_12870931	0
CHEK2_chr22_29130694__CDKN2A_chr9_21968726	CHEK2	CHEK2_chr22_29130694	CDKN2A	CDKN2A_chr9_21968726	0
CHEK2_chr22_29130694__CDKN2A_chr9_21994327	CHEK2	CHEK2_chr22_29130694	CDKN2A	CDKN2A_chr9_21994327	0
CHEK2_chr22_29130694__CHEK1_chr11_125496644	CHEK2	CHEK2_chr22_29130694	CHEK1	CHEK1_chr11_125496644	0
CHEK2_chr22_29130694__DHFR_chr5_79950216	CHEK2	CHEK2_chr22_29130694	DHFR	DHFR_chr5_79950216	0
CHEK2_chr22_29130694__DHFR_chr5_79950217	CHEK2	CHEK2_chr22_29130694	DHFR	DHFR_chr5_79950217	0
CHEK2_chr22_29130694__EGFR_chr7_55209986	CHEK2	CHEK2_chr22_29130694	EGFR	EGFR_chr7_55209986	0
CHEK2_chr22_29130694__EGFR_chr7_55209992	CHEK2	CHEK2_chr22_29130694	EGFR	EGFR_chr7_55209992	0
CHEK2_chr22_29130694__FGFR2_chr10_123298118	CHEK2	CHEK2_chr22_29130694	FGFR2	FGFR2_chr10_123298118	0
CHEK2_chr22_29130694__FGFR2_chr10_123298215	CHEK2	CHEK2_chr22_29130694	FGFR2	FGFR2_chr10_123298215	0
CHEK2_chr22_29130694__FGFR2_chr10_123353328	CHEK2	CHEK2_chr22_29130694	FGFR2	FGFR2_chr10_123353328	0
CHEK2_chr22_29130694__FGFR3_chr4_1795736	CHEK2	CHEK2_chr22_29130694	FGFR3	FGFR3_chr4_1795736	0
CHEK2_chr22_29130694__FLT3_chr13_28636172	CHEK2	CHEK2_chr22_29130694	FLT3	FLT3_chr13_28636172	0
CHEK2_chr22_29130694__FLT3_chr13_28674643	CHEK2	CHEK2_chr22_29130694	FLT3	FLT3_chr13_28674643	0
CHEK2_chr22_29130694__FNTA_chr8_42911471	CHEK2	CHEK2_chr22_29130694	FNTA	FNTA_chr8_42911471	0
CHEK2_chr22_29130694__FNTA_chr8_42914260	CHEK2	CHEK2_chr22_29130694	FNTA	FNTA_chr8_42914260	0
CHEK2_chr22_29130694__FNTA_chr8_42924781	CHEK2	CHEK2_chr22_29130694	FNTA	FNTA_chr8_42924781	0
CHEK2_chr22_29130694__GATA3_chr10_8097612	CHEK2	CHEK2_chr22_29130694	GATA3	GATA3_chr10_8097612	0
CHEK2_chr22_29130694__GATA3_chr10_8097722	CHEK2	CHEK2_chr22_29130694	GATA3	GATA3_chr10_8097722	0
CHEK2_chr22_29130694__HDAC1_chr1_32757816	CHEK2	CHEK2_chr22_29130694	HDAC1	HDAC1_chr1_32757816	0
CHEK2_chr22_29130694__HDAC1_chr1_32792637	CHEK2	CHEK2_chr22_29130694	HDAC1	HDAC1_chr1_32792637	0
CHEK2_chr22_29130694__HDAC2_chr6_114266539	CHEK2	CHEK2_chr22_29130694	HDAC2	HDAC2_chr6_114266539	3
CHEK2_chr22_29130694__HDAC2_chr6_114292056	CHEK2	CHEK2_chr22_29130694	HDAC2	HDAC2_chr6_114292056	0
CHEK2_chr22_29130694__HDAC6_chrX_48661385	CHEK2	CHEK2_chr22_29130694	HDAC6	HDAC6_chrX_48661385	0
CHEK2_chr22_29130694__HSP90AA1_chr14_102552141	CHEK2	CHEK2_chr22_29130694	HSP90AA1	HSP90AA1_chr14_102552141	0
CHEK2_chr22_29130694__IGF1R_chr15_99192824	CHEK2	CHEK2_chr22_29130694	IGF1R	IGF1R_chr15_99192824	0
CHEK2_chr22_29130694__JAK2_chr9_5050721	CHEK2	CHEK2_chr22_29130694	JAK2	JAK2_chr9_5050721	0
CHEK2_chr22_29130694__JAK2_chr9_5050816	CHEK2	CHEK2_chr22_29130694	JAK2	JAK2_chr9_5050816	0
CHEK2_chr22_29130694__KDM5C_chrX_53241022	CHEK2	CHEK2_chr22_29130694	KDM5C	KDM5C_chrX_53241022	0
CHEK2_chr22_29130694__KDM6A_chrX_44732838	CHEK2	CHEK2_chr22_29130694	KDM6A	KDM6A_chrX_44732838	0
CHEK2_chr22_29130694__KIT_chr4_55524229	CHEK2	CHEK2_chr22_29130694	KIT	KIT_chr4_55524229	0
CHEK2_chr22_29130694__KMT2D_chr12_49448161	CHEK2	CHEK2_chr22_29130694	KMT2D	KMT2D_chr12_49448161	0
CHEK2_chr22_29130694__KMT2D_chr12_49448468	CHEK2	CHEK2_chr22_29130694	KMT2D	KMT2D_chr12_49448468	0
CHEK2_chr22_29130694__MAP3K1_chr5_56111382	CHEK2	CHEK2_chr22_29130694	MAP3K1	MAP3K1_chr5_56111382	0
CHEK2_chr22_29130694__MAP3K1_chr5_56152466	CHEK2	CHEK2_chr22_29130694	MAP3K1	MAP3K1_chr5_56152466	0
CHEK2_chr22_29130694__MET_chr7_116339123	CHEK2	CHEK2_chr22_29130694	MET	MET_chr7_116339123	0
CHEK2_chr22_29130694__MET_chr7_116340188	CHEK2	CHEK2_chr22_29130694	MET	MET_chr7_116340188	0
CHEK2_chr22_29130694__MET_chr7_116340207	CHEK2	CHEK2_chr22_29130694	MET	MET_chr7_116340207	0
CHEK2_chr22_29130694__MLH1_chr3_37045912	CHEK2	CHEK2_chr22_29130694	MLH1	MLH1_chr3_37045912	0
CHEK2_chr22_29130694__MSH6_chr2_48018154	CHEK2	CHEK2_chr22_29130694	MSH6	MSH6_chr2_48018154	0
CHEK2_chr22_29130694__MTOR_chr1_11319459	CHEK2	CHEK2_chr22_29130694	MTOR	MTOR_chr1_11319459	0
CHEK2_chr22_29130694__NF1_chr17_29422308	CHEK2	CHEK2_chr22_29130694	NF1	NF1_chr17_29422308	0
CHEK2_chr22_29130694__NF1_chr17_29483039	CHEK2	CHEK2_chr22_29130694	NF1	NF1_chr17_29483039	0
CHEK2_chr22_29130694__NonTargetingControlGuideForHuman0362	CHEK2	CHEK2_chr22_29130694	NonTargetingControlGuideForHuman0362	NonTargetingControlGuideForHuman0362	0
CHEK2_chr22_29130694__NonTargetingControlGuideForHuman0412	CHEK2	CHEK2_chr22_29130694	NonTargetingControlGuideForHuman0412	NonTargetingControlGuideForHuman0412	0
CHEK2_chr22_29130694__PARP1_chr1_226578249	CHEK2	CHEK2_chr22_29130694	PARP1	PARP1_chr1_226578249	0
CHEK2_chr22_29130694__PDGFRA_chr4_55124932	CHEK2	CHEK2_chr22_29130694	PDGFRA	PDGFRA_chr4_55124932	0
CHEK2_chr22_29130694__PDGFRA_chr4_55124963	CHEK2	CHEK2_chr22_29130694	PDGFRA	PDGFRA_chr4_55124963	0
CHEK2_chr22_29130694__PIK3CA_chr3_178916614	CHEK2	CHEK2_chr22_29130694	PIK3CA	PIK3CA_chr3_178916614	0
CHEK2_chr22_29130694__PIK3R1_chr5_67522521	CHEK2	CHEK2_chr22_29130694	PIK3R1	PIK3R1_chr5_67522521	0
CHEK2_chr22_29130694__PIK3R1_chr5_67576410	CHEK2	CHEK2_chr22_29130694	PIK3R1	PIK3R1_chr5_67576410	0
CHEK2_chr22_29130694__PIK3R1_chr5_67576421	CHEK2	CHEK2_chr22_29130694	PIK3R1	PIK3R1_chr5_67576421	0
CHEK2_chr22_29130694__PRKDC_chr8_48686398	CHEK2	CHEK2_chr22_29130694	PRKDC	PRKDC_chr8_48686398	0
CHEK2_chr22_29130694__PRKDC_chr8_48872683	CHEK2	CHEK2_chr22_29130694	PRKDC	PRKDC_chr8_48872683	0
CHEK2_chr22_29130694__RB1_chr13_48878054	CHEK2	CHEK2_chr22_29130694	RB1	RB1_chr13_48878054	0
CHEK2_chr22_29130694__ROR1_chr1_64240089	CHEK2	CHEK2_chr22_29130694	ROR1	ROR1_chr1_64240089	0
CHEK2_chr22_29130694__ROR1_chr1_64240143	CHEK2	CHEK2_chr22_29130694	ROR1	ROR1_chr1_64240143	0
CHEK2_chr22_29130694__RPS6KB1_chr17_57987922	CHEK2	CHEK2_chr22_29130694	RPS6KB1	RPS6KB1_chr17_57987922	0
CHEK2_chr22_29130694__RPS6KB1_chr17_57987949	CHEK2	CHEK2_chr22_29130694	RPS6KB1	RPS6KB1_chr17_57987949	0
CHEK2_chr22_29130694__RUNX1_chr21_36421144	CHEK2	CHEK2_chr22_29130694	RUNX1	RUNX1_chr21_36421144	0
CHEK2_chr22_29130694__SETD2_chr3_47142951	CHEK2	CHEK2_chr22_29130694	SETD2	SETD2_chr3_47142951	0
CHEK2_chr22_29130694__SMAD4_chr18_48573460	CHEK2	CHEK2_chr22_29130694	SMAD4	SMAD4_chr18_48573460	0
CHEK2_chr22_29130694__SMARCB1_chr22_24129339	CHEK2	CHEK2_chr22_29130694	SMARCB1	SMARCB1_chr22_24129339	0
CHEK2_chr22_29130694__SMARCB1_chr22_24133993	CHEK2	CHEK2_chr22_29130694	SMARCB1	SMARCB1_chr22_24133993	0
CHEK2_chr22_29130694__SMO_chr7_128845081	CHEK2	CHEK2_chr22_29130694	SMO	SMO_chr7_128845081	0
CHEK2_chr22_29130694__SRC_chr20_36014563	CHEK2	CHEK2_chr22_29130694	SRC	SRC_chr20_36014563	0
CHEK2_chr22_29130694__TOP1_chr20_39690109	CHEK2	CHEK2_chr22_29130694	TOP1	TOP1_chr20_39690109	0
CHEK2_chr22_29130694__TP53_chr17_7577537	CHEK2	CHEK2_chr22_29130694	TP53	TP53_chr17_7577537	0
CHEK2_chr22_29130694__TSC1_chr9_135796796	CHEK2	CHEK2_chr22_29130694	TSC1	TSC1_chr9_135796796	0
CHEK2_chr22_29130694__TSC1_chr9_135804256	CHEK2	CHEK2_chr22_29130694	TSC1	TSC1_chr9_135804256	0
CHEK2_chr22_29130694__TYMS_chr18_657730	CHEK2	CHEK2_chr22_29130694	TYMS	TYMS_chr18_657730	0
CHEK2_chr22_29130694__VEGFA_chr6_43738425	CHEK2	CHEK2_chr22_29130694	VEGFA	VEGFA_chr6_43738425	0
CHEK2_chr22_29130694__VHL_chr3_10183773	CHEK2	CHEK2_chr22_29130694	VHL	VHL_chr3_10183773	0
CHEK2_chr22_29130694__VHL_chr3_10183791	CHEK2	CHEK2_chr22_29130694	VHL	VHL_chr3_10183791	0
CHEK2_chr22_29130694__WEE1_chr11_9595462	CHEK2	CHEK2_chr22_29130694	WEE1	WEE1_chr11_9595462	0
CHEK2_chr22_29130694__WEE1_chr11_9595542	CHEK2	CHEK2_chr22_29130694	WEE1	WEE1_chr11_9595542	0
DHFR_chr5_79949819__ABL1_chr9_133589790	DHFR	DHFR_chr5_79949819	ABL1	ABL1_chr9_133589790	0
DHFR_chr5_79949819__ABL1_chr9_133738283	DHFR	DHFR_chr5_79949819	ABL1	ABL1_chr9_133738283	0
DHFR_chr5_79949819__ADA_chr20_43257696	DHFR	DHFR_chr5_79949819	ADA	ADA_chr20_43257696	0
DHFR_chr5_79949819__ADA_chr20_43257769	DHFR	DHFR_chr5_79949819	ADA	ADA_chr20_43257769	0
DHFR_chr5_79949819__AKT1_chr14_105239609	DHFR	DHFR_chr5_79949819	AKT1	AKT1_chr14_105239609	0
DHFR_chr5_79949819__AKT1_chr14_105239686	DHFR	DHFR_chr5_79949819	AKT1	AKT1_chr14_105239686	0
DHFR_chr5_79949819__AKT1_chr14_105258968	DHFR	DHFR_chr5_79949819	AKT1	AKT1_chr14_105258968	0
DHFR_chr5_79949819__ALK_chr2_29541171	DHFR	DHFR_chr5_79949819	ALK	ALK_chr2_29541171	0
DHFR_chr5_79949819__ALK_chr2_29541172	DHFR	DHFR_chr5_79949819	ALK	ALK_chr2_29541172	0
DHFR_chr5_79949819__APC_chr5_112043408	DHFR	DHFR_chr5_79949819	APC	APC_chr5_112043408	0
DHFR_chr5_79949819__APC_chr5_112102933	DHFR	DHFR_chr5_79949819	APC	APC_chr5_112102933	0
DHFR_chr5_79949819__ARID1A_chr1_27056286	DHFR	DHFR_chr5_79949819	ARID1A	ARID1A_chr1_27056286	0
DHFR_chr5_79949819__BCL2_chr18_60985877	DHFR	DHFR_chr5_79949819	BCL2	BCL2_chr18_60985877	0
DHFR_chr5_79949819__BRCA1_chr17_41267735	DHFR	DHFR_chr5_79949819	BRCA1	BRCA1_chr17_41267735	0
DHFR_chr5_79949819__BRCA2_chr13_32890586	DHFR	DHFR_chr5_79949819	BRCA2	BRCA2_chr13_32890586	0
DHFR_chr5_79949819__BRCA2_chr13_32912006	DHFR	DHFR_chr5_79949819	BRCA2	BRCA2_chr13_32912006	0
DHFR_chr5_79949819__BRD4_chr19_15376361	DHFR	DHFR_chr5_79949819	BRD4	BRD4_chr19_15376361	0
DHFR_chr5_79949819__BRD4_chr19_15383894	DHFR	DHFR_chr5_79949819	BRD4	BRD4_chr19_15383894	0
DHFR_chr5_79949819__BTK_chrX_100629565	DHFR	DHFR_chr5_79949819	BTK	BTK_chrX_100629565	0
DHFR_chr5_79949819__CASP8_chr2_202134297	DHFR	DHFR_chr5_79949819	CASP8	CASP8_chr2_202134297	0
DHFR_chr5_79949819__CDH1_chr16_68771300	DHFR	DHFR_chr5_79949819	CDH1	CDH1_chr16_68771300	0
DHFR_chr5_79949819__CDH1_chr16_68772250	DHFR	DHFR_chr5_79949819	CDH1	CDH1_chr16_68772250	0
DHFR_chr5_79949819__CDH1_chr16_68772255	DHFR	DHFR_chr5_79949819	CDH1	CDH1_chr16_68772255	0
DHFR_chr5_79949819__CDK4_chr12_58143253	DHFR	DHFR_chr5_79949819	CDK4	CDK4_chr12_58143253	0
DHFR_chr5_79949819__CDK4_chr12_58144705	DHFR	DHFR_chr5_79949819	CDK4	CDK4_chr12_58144705	0
DHFR_chr5_79949819__CDK4_chr12_58145497	DHFR	DHFR_chr5_79949819	CDK4	CDK4_chr12_58145497	0
DHFR_chr5_79949819__CDK9_chr9_130548409	DHFR	DHFR_chr5_79949819	CDK9	CDK9_chr9_130548409	0
DHFR_chr5_79949819__CDK9_chr9_130548998	DHFR	DHFR_chr5_79949819	CDK9	CDK9_chr9_130548998	0
DHFR_chr5_79949819__CDKN1B_chr12_12870931	DHFR	DHFR_chr5_79949819	CDKN1B	CDKN1B_chr12_12870931	0
DHFR_chr5_79949819__CDKN1B_chr12_12871196	DHFR	DHFR_chr5_79949819	CDKN1B	CDKN1B_chr12_12871196	0
DHFR_chr5_79949819__CDKN2A_chr9_21971100	DHFR	DHFR_chr5_79949819	CDKN2A	CDKN2A_chr9_21971100	0
DHFR_chr5_79949819__CDKN2A_chr9_21994327	DHFR	DHFR_chr5_79949819	CDKN2A	CDKN2A_chr9_21994327	0
DHFR_chr5_79949819__CHEK1_chr11_125496644	DHFR	DHFR_chr5_79949819	CHEK1	CHEK1_chr11_125496644	0
DHFR_chr5_79949819__CHEK1_chr11_125496687	DHFR	DHFR_chr5_79949819	CHEK1	CHEK1_chr11_125496687	0
DHFR_chr5_79949819__CHEK1_chr11_125499147	DHFR	DHFR_chr5_79949819	CHEK1	CHEK1_chr11_125499147	0
DHFR_chr5_79949819__CHEK2_chr22_29085137	DHFR	DHFR_chr5_79949819	CHEK2	CHEK2_chr22_29085137	0
DHFR_chr5_79949819__CHEK2_chr22_29090029	DHFR	DHFR_chr5_79949819	CHEK2	CHEK2_chr22_29090029	0
DHFR_chr5_79949819__CHEK2_chr22_29130694	DHFR	DHFR_chr5_79949819	CHEK2	CHEK2_chr22_29130694	0
DHFR_chr5_79949819__EGFR_chr7_55209986	DHFR	DHFR_chr5_79949819	EGFR	EGFR_chr7_55209986	0
DHFR_chr5_79949819__ERBB2_chr17_37868221	DHFR	DHFR_chr5_79949819	ERBB2	ERBB2_chr17_37868221	0
DHFR_chr5_79949819__FGFR2_chr10_123298118	DHFR	DHFR_chr5_79949819	FGFR2	FGFR2_chr10_123298118	0
DHFR_chr5_79949819__FGFR2_chr10_123298215	DHFR	DHFR_chr5_79949819	FGFR2	FGFR2_chr10_123298215	0
DHFR_chr5_79949819__FGFR2_chr10_123353328	DHFR	DHFR_chr5_79949819	FGFR2	FGFR2_chr10_123353328	0
DHFR_chr5_79949819__FGFR3_chr4_1795655	DHFR	DHFR_chr5_79949819	FGFR3	FGFR3_chr4_1795655	0
DHFR_chr5_79949819__FGFR3_chr4_1795736	DHFR	DHFR_chr5_79949819	FGFR3	FGFR3_chr4_1795736	0
DHFR_chr5_79949819__FLT3_chr13_28636131	DHFR	DHFR_chr5_79949819	FLT3	FLT3_chr13_28636131	0
DHFR_chr5_79949819__FNTA_chr8_42911471	DHFR	DHFR_chr5_79949819	FNTA	FNTA_chr8_42911471	0
DHFR_chr5_79949819__FNTA_chr8_42914260	DHFR	DHFR_chr5_79949819	FNTA	FNTA_chr8_42914260	0
DHFR_chr5_79949819__FNTA_chr8_42924781	DHFR	DHFR_chr5_79949819	FNTA	FNTA_chr8_42924781	0
DHFR_chr5_79949819__HDAC1_chr1_32792601	DHFR	DHFR_chr5_79949819	HDAC1	HDAC1_chr1_32792601	0
DHFR_chr5_79949819__HDAC2_chr6_114266539	DHFR	DHFR_chr5_79949819	HDAC2	HDAC2_chr6_114266539	0
DHFR_chr5_79949819__HDAC6_chrX_48661089	DHFR	DHFR_chr5_79949819	HDAC6	HDAC6_chrX_48661089	0
DHFR_chr5_79949819__HDAC6_chrX_48674389	DHFR	DHFR_chr5_79949819	HDAC6	HDAC6_chrX_48674389	0
DHFR_chr5_79949819__HSP90AA1_chr14_102551760	DHFR	DHFR_chr5_79949819	HSP90AA1	HSP90AA1_chr14_102551760	0
DHFR_chr5_79949819__HSP90AA1_chr14_102552141	DHFR	DHFR_chr5_79949819	HSP90AA1	HSP90AA1_chr14_102552141	0
DHFR_chr5_79949819__IGF1R_chr15_99434664	DHFR	DHFR_chr5_79949819	IGF1R	IGF1R_chr15_99434664	0
DHFR_chr5_79949819__IGF1R_chr15_99434807	DHFR	DHFR_chr5_79949819	IGF1R	IGF1R_chr15_99434807	0
DHFR_chr5_79949819__KDM5C_chrX_53241021	DHFR	DHFR_chr5_79949819	KDM5C	KDM5C_chrX_53241021	0
DHFR_chr5_79949819__KDM5C_chrX_53241022	DHFR	DHFR_chr5_79949819	KDM5C	KDM5C_chrX_53241022	0
DHFR_chr5_79949819__KDM6A_chrX_44732838	DHFR	DHFR_chr5_79949819	KDM6A	KDM6A_chrX_44732838	0
DHFR_chr5_79949819__KDM6A_chrX_44820615	DHFR	DHFR_chr5_79949819	KDM6A	KDM6A_chrX_44820615	0
DHFR_chr5_79949819__KIT_chr4_55524164	DHFR	DHFR_chr5_79949819	KIT	KIT_chr4_55524164	0
DHFR_chr5_79949819__KIT_chr4_55524229	DHFR	DHFR_chr5_79949819	KIT	KIT_chr4_55524229	0
DHFR_chr5_79949819__KMT2D_chr12_49448161	DHFR	DHFR_chr5_79949819	KMT2D	KMT2D_chr12_49448161	0
DHFR_chr5_79949819__KMT2D_chr12_49448168	DHFR	DHFR_chr5_79949819	KMT2D	KMT2D_chr12_49448168	0
DHFR_chr5_79949819__KMT2D_chr12_49448468	DHFR	DHFR_chr5_79949819	KMT2D	KMT2D_chr12_49448468	0
DHFR_chr5_79949819__MAP3K1_chr5_56111382	DHFR	DHFR_chr5_79949819	MAP3K1	MAP3K1_chr5_56111382	0
DHFR_chr5_79949819__MAP3K1_chr5_56152466	DHFR	DHFR_chr5_79949819	MAP3K1	MAP3K1_chr5_56152466	0
DHFR_chr5_79949819__MLH1_chr3_37035029	DHFR	DHFR_chr5_79949819	MLH1	MLH1_chr3_37035029	0
DHFR_chr5_79949819__MLH1_chr3_37038179	DHFR	DHFR_chr5_79949819	MLH1	MLH1_chr3_37038179	0
DHFR_chr5_79949819__MSH6_chr2_48010356	DHFR	DHFR_chr5_79949819	MSH6	MSH6_chr2_48010356	0
DHFR_chr5_79949819__MSH6_chr2_48018154	DHFR	DHFR_chr5_79949819	MSH6	MSH6_chr2_48018154	0
